Annual mileage mi,Regular round trip range mi required by the user.  Ecar range is same /0.6 to allow 80-20% charge state for required range to maximise battery longevity.,Range design to give range with 80-20% charge cycling to maximise life,Ecar Archetype Index,Ecar design Range mi,Total Ecar + charger up front cost,Archetype Ecar Efficiency mi/kWh,Archetype Ecar Battery kWh,Regularly utilised Ecar Battery kWh,Regularly utilised % of full battery capacity (should be <=60%),Typical home chargup time hrs for utilised capacity,Typical home charging time at night rate hrs,Typical home charging time at day rate hrs,home charging night rate kWh,home charging day rate kWh,public charging kWh,home charging night rate fraction,home charging day rate fraction,public top up charging fraction,aggregate charging electricity cost p/kWh,aggregate charging electricity cost p/mi,Annual elec cost £,Total elec costs over assessment period £,total mileage over assessed time period,Max car mileage,No of car replacements over assessment period,Total E Car replacement cost £,Total loan interest on initial Ecar and charger and replacement Ecars £,Est Ecar annual servicing cost low £,Est Ecar annual servicing cost med £,Est Ecar annual servicing cost high £,Est annual servicing cost Ecar,Est total servicing cost Ecar,Total Ecar cost  £,Assumed alternative petrol car  up front cost,Assumed alternative petrol car consumption mpg,Petrol cost p/mi,Annual petrol cost £,Total petrol costs over assessment period £,Total petrol car replacements costs £,Total loan interest on initial and replacement petrol cars £,Est petrol car annual servicing cost low £,Est petrol car annual servicing cost med £,Est petrol car annual servicing cost high £,Est annual servicing cost petrol car,Est total servicing cost petrol car,Total Petrol car cost  £,Est annual servicing cost saving elec v petrol £,Total maintenance saving over assessment period £,Total 8 year new electric vs new petrol car cost saving with home charger + public top up where necessary £,
"25,000",75,125,7,262.616,"£21,881",3.235,81.64,23.18,28%, -   , -   , -   , -   , -   ,23.18, -   , -   ,1,51,15.76,"£3,941","£15,765","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£41,802","£17,505",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£37,113",£458,"£1,832","-£4,688.80",
"25,000",75,125,8,285.831,"£25,124",3.221,90.08,23.28,26%, -   , -   , -   , -   , -   ,23.28, -   , -   ,1,51,15.83,"£3,958","£15,831","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£45,111","£20,099",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£39,707",£458,"£1,832","-£5,404.30",
"25,000",75,125,9,312.628,"£26,150",3.196,98.87,23.47,24%, -   , -   , -   , -   , -   ,23.47, -   , -   ,1,51,15.96,"£3,989","£15,958","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£46,264","£20,920",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£40,528",£458,"£1,832","-£5,735.70",
"25,000",90,150,3,163.11,"£10,221",3.602,45.42,24.98,55%, -   , -   , -   , -   , -   ,24.98, -   , -   ,1,51,14.16,"£3,539","£14,157","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£28,534","£8,177",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£27,785",£458,"£1,832",-£749.30,
"25,000",90,150,4,188.871,"£13,619",3.388,57.85,26.57,46%, -   , -   , -   , -   , -   ,26.57, -   , -   ,1,51,15.05,"£3,764","£15,055","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£32,830","£10,895",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£30,503",£458,"£1,832","-£2,326.60",
"25,000",90,150,5,213.698,"£15,092",3.313,65.24,27.17,42%, -   , -   , -   , -   , -   ,27.17, -   , -   ,1,51,15.4,"£3,849","£15,395","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£34,643","£12,073",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£31,681",£458,"£1,832","-£2,961.80",
"25,000",90,150,6,239.128,"£17,581",3.327,72.38,27.05,37%, -   , -   , -   , -   , -   ,27.05, -   , -   ,1,51,15.33,"£3,832","£15,330","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£37,066","£14,065",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,673",£458,"£1,832","-£3,393.70",
"25,000",90,150,7,262.616,"£21,881",3.235,81.64,27.82,34%, -   , -   , -   , -   , -   ,27.82, -   , -   ,1,51,15.76,"£3,941","£15,765","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£41,802","£17,505",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£37,113",£458,"£1,832","-£4,688.80",
"25,000",90,150,8,285.831,"£25,124",3.221,90.08,27.94,31%, -   , -   , -   , -   , -   ,27.94, -   , -   ,1,51,15.83,"£3,958","£15,831","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£45,111","£20,099",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£39,707",£458,"£1,832","-£5,404.30",
"25,000",90,150,9,312.628,"£26,150",3.196,98.87,28.16,28%, -   , -   , -   , -   , -   ,28.16, -   , -   ,1,51,15.96,"£3,989","£15,958","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£46,264","£20,920",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£40,528",£458,"£1,832","-£5,735.70",
"25,000",105,175,4,188.871,"£13,619",3.388,57.85,31,54%, -   , -   , -   , -   , -   ,31, -   , -   ,1,51,15.05,"£3,764","£15,055","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£32,830","£10,895",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£30,503",£458,"£1,832","-£2,326.60",
"25,000",105,175,5,213.698,"£15,092",3.313,65.24,31.7,49%, -   , -   , -   , -   , -   ,31.7, -   , -   ,1,51,15.4,"£3,849","£15,395","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£34,643","£12,073",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£31,681",£458,"£1,832","-£2,961.80",
"25,000",105,175,6,239.128,"£17,581",3.327,72.38,31.56,44%, -   , -   , -   , -   , -   ,31.56, -   , -   ,1,51,15.33,"£3,832","£15,330","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£37,066","£14,065",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,673",£458,"£1,832","-£3,393.70",
"25,000",105,175,7,262.616,"£21,881",3.235,81.64,32.46,40%, -   , -   , -   , -   , -   ,32.46, -   , -   ,1,51,15.76,"£3,941","£15,765","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£41,802","£17,505",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£37,113",£458,"£1,832","-£4,688.80",
"25,000",105,175,8,285.831,"£25,124",3.221,90.08,32.59,36%, -   , -   , -   , -   , -   ,32.59, -   , -   ,1,51,15.83,"£3,958","£15,831","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£45,111","£20,099",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£39,707",£458,"£1,832","-£5,404.30",
"25,000",105,175,9,312.628,"£26,150",3.196,98.87,32.85,33%, -   , -   , -   , -   , -   ,32.85, -   , -   ,1,51,15.96,"£3,989","£15,958","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£46,264","£20,920",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£40,528",£458,"£1,832","-£5,735.70",
"25,000",120,200,5,213.698,"£15,092",3.313,65.24,36.22,56%, -   , -   , -   , -   , -   ,36.22, -   , -   ,1,51,15.4,"£3,849","£15,395","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£34,643","£12,073",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£31,681",£458,"£1,832","-£2,961.80",
"25,000",120,200,6,239.128,"£17,581",3.327,72.38,36.07,50%, -   , -   , -   , -   , -   ,36.07, -   , -   ,1,51,15.33,"£3,832","£15,330","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£37,066","£14,065",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,673",£458,"£1,832","-£3,393.70",
"25,000",120,200,7,262.616,"£21,881",3.235,81.64,37.09,45%, -   , -   , -   , -   , -   ,37.09, -   , -   ,1,51,15.76,"£3,941","£15,765","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£41,802","£17,505",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£37,113",£458,"£1,832","-£4,688.80",
"25,000",120,200,8,285.831,"£25,124",3.221,90.08,37.25,41%, -   , -   , -   , -   , -   ,37.25, -   , -   ,1,51,15.83,"£3,958","£15,831","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£45,111","£20,099",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£39,707",£458,"£1,832","-£5,404.30",
"25,000",120,200,9,312.628,"£26,150",3.196,98.87,37.55,38%, -   , -   , -   , -   , -   ,37.55, -   , -   ,1,51,15.96,"£3,989","£15,958","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£46,264","£20,920",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£40,528",£458,"£1,832","-£5,735.70",
"25,000",135,225,6,239.128,"£17,581",3.327,72.38,40.58,56%, -   , -   , -   , -   , -   ,40.58, -   , -   ,1,51,15.33,"£3,832","£15,330","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£37,066","£14,065",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,673",£458,"£1,832","-£3,393.70",
"25,000",135,225,7,262.616,"£21,881",3.235,81.64,41.73,51%, -   , -   , -   , -   , -   ,41.73, -   , -   ,1,51,15.76,"£3,941","£15,765","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£41,802","£17,505",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£37,113",£458,"£1,832","-£4,688.80",
"25,000",135,225,8,285.831,"£25,124",3.221,90.08,41.91,47%, -   , -   , -   , -   , -   ,41.91, -   , -   ,1,51,15.83,"£3,958","£15,831","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£45,111","£20,099",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£39,707",£458,"£1,832","-£5,404.30",
"25,000",135,225,9,312.628,"£26,150",3.196,98.87,42.24,43%, -   , -   , -   , -   , -   ,42.24, -   , -   ,1,51,15.96,"£3,989","£15,958","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£46,264","£20,920",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£40,528",£458,"£1,832","-£5,735.70",
"25,000",150,250,7,262.616,"£21,881",3.235,81.64,46.37,57%, -   , -   , -   , -   , -   ,46.37, -   , -   ,1,51,15.76,"£3,941","£15,765","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£41,802","£17,505",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£37,113",£458,"£1,832","-£4,688.80",
"25,000",150,250,8,285.831,"£25,124",3.221,90.08,46.56,52%, -   , -   , -   , -   , -   ,46.56, -   , -   ,1,51,15.83,"£3,958","£15,831","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£45,111","£20,099",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£39,707",£458,"£1,832","-£5,404.30",
"25,000",150,250,9,312.628,"£26,150",3.196,98.87,46.93,47%, -   , -   , -   , -   , -   ,46.93, -   , -   ,1,51,15.96,"£3,989","£15,958","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£46,264","£20,920",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£40,528",£458,"£1,832","-£5,735.70",
"25,000",165,275,8,285.831,"£25,124",3.221,90.08,51.22,57%, -   , -   , -   , -   , -   ,51.22, -   , -   ,1,51,15.83,"£3,958","£15,831","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£45,111","£20,099",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£39,707",£458,"£1,832","-£5,404.30",
"25,000",165,275,9,312.628,"£26,150",3.196,98.87,51.63,52%, -   , -   , -   , -   , -   ,51.63, -   , -   ,1,51,15.96,"£3,989","£15,958","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£46,264","£20,920",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£40,528",£458,"£1,832","-£5,735.70",
"25,000",180,300,9,312.628,"£26,150",3.196,98.87,56.32,57%, -   , -   , -   , -   , -   ,56.32, -   , -   ,1,51,15.96,"£3,989","£15,958","100,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£46,264","£20,920",50,13.62,"£3,405","£13,620", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£40,528",£458,"£1,832","-£5,735.70",
"27,500",75.3,125.5,2,137.479,"£10,219",3.392,41.13,22.2,54%, -   , -   , -   , -   , -   ,22.2, -   , -   ,1,51,15.03,"£4,134","£16,538","110,000","100,000",1,"£10,219", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£41,133","£8,176",50,13.62,"£3,746","£14,982","£8,176", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£37,321",£458,"£1,832","-£3,811.40",-1.2636
"27,500",75.3,125.5,3,163.11,"£10,221",3.602,45.42,20.9,46%, -   , -   , -   , -   , -   ,20.9, -   , -   ,1,51,14.16,"£3,893","£15,573","110,000","100,000",1,"£10,221", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£40,170","£8,177",50,13.62,"£3,746","£14,982","£8,177", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£37,323",£458,"£1,832","-£2,847.10",-1.1755
"27,500",75.3,125.5,4,188.871,"£13,619",3.388,57.85,22.23,38%, -   , -   , -   , -   , -   ,22.23, -   , -   ,1,51,15.05,"£4,140","£16,560","110,000","100,000",1,"£13,619", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£47,954","£10,895",50,13.62,"£3,746","£14,982","£10,895", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£42,760",£458,"£1,832","-£5,193.90",-0.9255
"27,500",75.3,125.5,5,213.698,"£15,092",3.313,65.24,22.73,35%, -   , -   , -   , -   , -   ,22.73, -   , -   ,1,51,15.4,"£4,234","£16,935","110,000","100,000",1,"£15,092", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£51,275","£12,073",50,13.62,"£3,746","£14,982","£12,073", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£45,117",£458,"£1,832","-£6,157.70",-0.8488
"27,500",75.3,125.5,6,239.128,"£17,581",3.327,72.38,22.63,31%, -   , -   , -   , -   , -   ,22.63, -   , -   ,1,51,15.33,"£4,216","£16,862","110,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£56,180","£14,065",50,13.62,"£3,746","£14,982","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£49,099",£458,"£1,832","-£7,080.90",-0.711
"27,500",75.3,125.5,7,262.616,"£21,881",3.235,81.64,23.28,29%, -   , -   , -   , -   , -   ,23.28, -   , -   ,1,51,15.76,"£4,335","£17,341","110,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£65,259","£17,505",50,13.62,"£3,746","£14,982","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£55,979",£458,"£1,832","-£9,279.50",-0.5726
"27,500",75.3,125.5,8,285.831,"£25,124",3.221,90.08,23.37,26%, -   , -   , -   , -   , -   ,23.37, -   , -   ,1,51,15.83,"£4,354","£17,415","110,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£71,818","£20,099",50,13.62,"£3,746","£14,982","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£61,168",£458,"£1,832","-£10,650.20",-0.4889
"27,500",75.3,125.5,9,312.628,"£26,150",3.196,98.87,23.56,24%, -   , -   , -   , -   , -   ,23.56, -   , -   ,1,51,15.96,"£4,388","£17,553","110,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£74,010","£20,920",50,13.62,"£3,746","£14,982","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£62,811",£458,"£1,832","-£11,199.50",-0.4708
"27,500",90,150,3,163.11,"£10,221",3.602,45.42,24.98,55%, -   , -   , -   , -   , -   ,24.98, -   , -   ,1,51,14.16,"£3,893","£15,573","110,000","100,000",1,"£10,221", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£40,170","£8,177",50,13.62,"£3,746","£14,982","£8,177", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£37,323",£458,"£1,832","-£2,847.10",-1.1755
"27,500",90,150,4,188.871,"£13,619",3.388,57.85,26.57,46%, -   , -   , -   , -   , -   ,26.57, -   , -   ,1,51,15.05,"£4,140","£16,560","110,000","100,000",1,"£13,619", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£47,954","£10,895",50,13.62,"£3,746","£14,982","£10,895", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£42,760",£458,"£1,832","-£5,193.90",-0.9255
"27,500",90,150,5,213.698,"£15,092",3.313,65.24,27.17,42%, -   , -   , -   , -   , -   ,27.17, -   , -   ,1,51,15.4,"£4,234","£16,935","110,000","100,000",1,"£15,092", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£51,275","£12,073",50,13.62,"£3,746","£14,982","£12,073", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£45,117",£458,"£1,832","-£6,157.70",-0.8488
"27,500",90,150,6,239.128,"£17,581",3.327,72.38,27.05,37%, -   , -   , -   , -   , -   ,27.05, -   , -   ,1,51,15.33,"£4,216","£16,862","110,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£56,180","£14,065",50,13.62,"£3,746","£14,982","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£49,099",£458,"£1,832","-£7,080.90",-0.711
"27,500",90,150,7,262.616,"£21,881",3.235,81.64,27.82,34%, -   , -   , -   , -   , -   ,27.82, -   , -   ,1,51,15.76,"£4,335","£17,341","110,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£65,259","£17,505",50,13.62,"£3,746","£14,982","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£55,979",£458,"£1,832","-£9,279.50",-0.5726
"27,500",90,150,8,285.831,"£25,124",3.221,90.08,27.94,31%, -   , -   , -   , -   , -   ,27.94, -   , -   ,1,51,15.83,"£4,354","£17,415","110,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£71,818","£20,099",50,13.62,"£3,746","£14,982","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£61,168",£458,"£1,832","-£10,650.20",-0.4889
"27,500",90,150,9,312.628,"£26,150",3.196,98.87,28.16,28%, -   , -   , -   , -   , -   ,28.16, -   , -   ,1,51,15.96,"£4,388","£17,553","110,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£74,010","£20,920",50,13.62,"£3,746","£14,982","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£62,811",£458,"£1,832","-£11,199.50",-0.4708
"27,500",105,175,4,188.871,"£13,619",3.388,57.85,31,54%, -   , -   , -   , -   , -   ,31, -   , -   ,1,51,15.05,"£4,140","£16,560","110,000","100,000",1,"£13,619", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£47,954","£10,895",50,13.62,"£3,746","£14,982","£10,895", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£42,760",£458,"£1,832","-£5,193.90",-0.9255
"27,500",105,175,5,213.698,"£15,092",3.313,65.24,31.7,49%, -   , -   , -   , -   , -   ,31.7, -   , -   ,1,51,15.4,"£4,234","£16,935","110,000","100,000",1,"£15,092", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£51,275","£12,073",50,13.62,"£3,746","£14,982","£12,073", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£45,117",£458,"£1,832","-£6,157.70",-0.8488
"27,500",105,175,6,239.128,"£17,581",3.327,72.38,31.56,44%, -   , -   , -   , -   , -   ,31.56, -   , -   ,1,51,15.33,"£4,216","£16,862","110,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£56,180","£14,065",50,13.62,"£3,746","£14,982","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£49,099",£458,"£1,832","-£7,080.90",-0.711
"27,500",105,175,7,262.616,"£21,881",3.235,81.64,32.46,40%, -   , -   , -   , -   , -   ,32.46, -   , -   ,1,51,15.76,"£4,335","£17,341","110,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£65,259","£17,505",50,13.62,"£3,746","£14,982","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£55,979",£458,"£1,832","-£9,279.50",-0.5726
"27,500",105,175,8,285.831,"£25,124",3.221,90.08,32.59,36%, -   , -   , -   , -   , -   ,32.59, -   , -   ,1,51,15.83,"£4,354","£17,415","110,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£71,818","£20,099",50,13.62,"£3,746","£14,982","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£61,168",£458,"£1,832","-£10,650.20",-0.4889
"27,500",105,175,9,312.628,"£26,150",3.196,98.87,32.85,33%, -   , -   , -   , -   , -   ,32.85, -   , -   ,1,51,15.96,"£4,388","£17,553","110,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£74,010","£20,920",50,13.62,"£3,746","£14,982","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£62,811",£458,"£1,832","-£11,199.50",-0.4708
"27,500",120,200,5,213.698,"£15,092",3.313,65.24,36.22,56%, -   , -   , -   , -   , -   ,36.22, -   , -   ,1,51,15.4,"£4,234","£16,935","110,000","100,000",1,"£15,092", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£51,275","£12,073",50,13.62,"£3,746","£14,982","£12,073", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£45,117",£458,"£1,832","-£6,157.70",-0.8488
"27,500",120,200,6,239.128,"£17,581",3.327,72.38,36.07,50%, -   , -   , -   , -   , -   ,36.07, -   , -   ,1,51,15.33,"£4,216","£16,862","110,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£56,180","£14,065",50,13.62,"£3,746","£14,982","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£49,099",£458,"£1,832","-£7,080.90",-0.711
"27,500",120,200,7,262.616,"£21,881",3.235,81.64,37.09,45%, -   , -   , -   , -   , -   ,37.09, -   , -   ,1,51,15.76,"£4,335","£17,341","110,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£65,259","£17,505",50,13.62,"£3,746","£14,982","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£55,979",£458,"£1,832","-£9,279.50",-0.5726
